timestamp,pump_id,temperature_C,pressure_bar,flow_m3h,power_kW,rpm,vibration_mms,operating_hours,status
2026-02-17 18:45:00,P-103,66.13,5.116,218.89,32.31,1462.5,2.102,2568.8,Normal
2026-02-17 19:00:00,P-101,63.95,4.762,190.13,27.14,1450.9,1.611,2568.82,Normal
2026-02-17 19:15:00,P-104,69.31,4.731,198.84,28.39,1452.3,2.283,2568.84,Normal
2026-02-17 19:30:00,P-102,70.71,4.81,199.67,28.36,1446.0,2.013,2568.85,Normal
2026-02-17 19:45:00,P-102,68.73,5.023,219.54,28.66,1392.7,2.02,2568.86,Normal
2026-02-17 20:00:00,P-101,65.83,4.941,198.43,26.67,1459.8,1.925,2568.88,Normal
2026-02-17 20:15:00,P-102,61.93,4.819,200.36,27.46,1460.6,1.962,2568.9,Normal
2026-02-17 20:30:00,P-104,66.2,5.079,203.64,25.3,1442.4,2.083,2568.91,Normal
2026-02-17 20:45:00,P-103,63.91,4.788,210.06,27.89,1423.3,1.909,2568.93,Normal
2026-02-17 21:00:00,P-103,67.95,4.768,194.43,25.46,1440.4,1.607,2568.94,Normal
2026-02-17 21:15:00,P-102,61.27,4.594,200.93,28.1,1467.9,2.051,2568.96,Normal
2026-02-17 21:30:00,P-101,66.24,4.887,199.39,27.62,1442.7,1.761,2568.97,Normal
2026-02-17 21:45:00,P-101,63.92,5.092,200.84,28.27,1450.4,1.763,2568.98,Normal
2026-02-17 22:00:00,P-103,64.61,4.678,197.68,28.32,1444.0,1.857,2569.0,Normal
2026-02-17 22:15:00,P-101,65.28,4.833,180.83,25.42,1455.7,1.739,2569.02,Normal
2026-02-17 22:30:00,P-101,65.79,4.889,186.6,24.96,1426.3,1.879,2569.03,Normal
2026-02-17 22:45:00,P-103,63.77,4.682,187.46,25.5,1446.4,1.946,2569.04,Normal
2026-02-17 23:00:00,P-102,64.78,4.755,183.19,25.32,1469.7,1.715,2569.06,Normal
2026-02-17 23:15:00,P-102,61.74,4.912,192.52,24.97,1433.5,1.837,2569.07,Normal
2026-02-17 23:30:00,P-103,62.44,4.635,181.63,23.08,1445.1,1.651,2569.09,Normal
2026-02-17 23:45:00,P-103,66.04,4.912,197.44,28.73,1469.0,2.016,2569.1,Normal
2026-02-18 00:00:00,P-102,62.2,4.385,179.69,23.37,1463.4,1.82,2569.12,Normal
2026-02-18 00:15:00,P-104,60.78,4.733,181.28,23.83,1458.1,1.904,2569.14,Normal
2026-02-18 00:30:00,P-104,61.65,4.773,200.65,23.99,1457.0,1.756,2569.15,Normal
2026-02-18 00:45:00,P-102,66.04,4.725,205.91,28.4,1456.7,1.969,2569.16,Normal
2026-02-18 01:00:00,P-104,59.09,4.555,181.9,23.85,1445.9,1.873,2569.18,Normal
2026-02-18 01:15:00,P-103,59.05,4.727,187.7,23.8,1469.8,1.904,2569.2,Normal
2026-02-18 01:30:00,P-103,62.42,4.635,191.04,23.5,1441.6,1.9,2569.21,Normal
2026-02-18 01:45:00,P-102,62.0,5.011,199.87,28.27,1432.1,1.896,2569.22,Normal
2026-02-18 02:00:00,P-103,55.63,4.52,160.52,19.94,1425.1,1.448,2569.24,Normal
2026-02-18 02:15:00,P-104,63.33,4.662,177.3,24.75,1438.9,1.86,2569.26,Normal
2026-02-18 02:30:00,P-101,61.21,4.981,211.8,29.6,1438.7,2.082,2569.27,Normal
2026-02-18 02:45:00,P-104,61.18,4.855,198.25,27.9,1437.2,1.682,2569.28,Normal
2026-02-18 03:00:00,P-101,58.66,4.776,177.48,25.24,1428.8,1.939,2569.3,Normal
2026-02-18 03:15:00,P-103,60.26,4.852,193.49,26.61,1456.7,1.887,2569.32,Normal
2026-02-18 03:30:00,P-103,59.02,4.761,196.7,27.91,1433.0,1.851,2569.33,Normal
2026-02-18 03:45:00,P-102,63.21,5.045,207.1,30.23,1459.9,1.969,2569.34,Normal
2026-02-18 04:00:00,P-103,62.75,5.079,218.11,31.75,1463.0,2.168,2569.36,Normal
2026-02-18 04:15:00,P-104,63.35,4.932,206.52,26.6,1496.3,2.204,2569.38,Normal
2026-02-18 04:30:00,P-104,59.01,4.829,207.29,26.28,1441.8,1.869,2569.39,Normal
2026-02-18 04:45:00,P-102,66.26,5.014,216.26,28.81,1447.1,1.928,2569.41,Normal
2026-02-18 05:00:00,P-102,56.06,4.617,201.19,28.1,1436.6,2.001,2569.42,Normal
2026-02-18 05:15:00,P-103,56.5,4.853,194.04,26.48,1428.9,1.642,2569.44,Normal
2026-02-18 05:30:00,P-101,63.24,4.973,191.12,25.61,1442.4,2.006,2569.45,Normal
2026-02-18 05:45:00,P-104,60.66,4.838,190.58,26.01,1436.0,1.63,2569.46,Normal
2026-02-18 06:00:00,P-101,61.05,4.899,205.62,28.6,1428.7,1.679,2569.48,Normal
2026-02-18 06:15:00,P-103,61.07,4.81,205.81,28.87,1454.3,2.201,2569.5,Normal
2026-02-18 06:30:00,P-102,62.82,5.093,222.53,29.38,1430.7,1.647,2569.51,Normal
2026-02-18 06:45:00,P-102,60.97,4.891,208.52,28.08,1460.2,2.178,2569.52,Normal
2026-02-18 07:00:00,P-101,56.55,4.914,197.99,23.68,1465.4,2.119,2569.54,Normal
2026-02-18 07:15:00,P-101,62.49,4.859,216.97,26.68,1434.4,2.036,2569.55,Normal
2026-02-18 07:30:00,P-103,62.79,4.977,212.69,31.37,1475.2,2.13,2569.57,Normal
2026-02-18 07:45:00,P-104,64.5,4.963,215.61,31.24,1457.2,1.74,2569.58,Normal
2026-02-18 08:00:00,P-101,67.3,5.462,237.11,34.96,1448.7,2.073,2569.6,Normal
2026-02-18 08:15:00,P-101,62.38,5.042,217.41,33.31,1418.0,2.108,2569.61,Normal
2026-02-18 08:30:00,P-101,60.46,5.148,233.37,32.2,1419.2,2.202,2569.63,Normal
2026-02-18 08:45:00,P-101,66.42,4.895,229.92,30.43,1478.3,2.178,2569.64,Normal
2026-02-18 09:00:00,P-102,60.43,5.048,228.79,31.79,1473.8,2.164,2569.66,Normal
2026-02-18 09:15:00,P-101,62.88,5.161,223.97,29.48,1478.8,2.069,2569.68,Normal
2026-02-18 09:30:00,P-102,62.45,5.242,226.69,32.81,1483.4,1.899,2569.69,Normal
2026-02-18 09:45:00,P-103,61.62,5.047,229.05,33.24,1474.7,2.147,2569.7,Normal
2026-02-18 10:00:00,P-102,65.27,5.148,237.25,34.67,1454.3,1.941,2569.72,Normal
2026-02-18 10:15:00,P-104,63.95,5.414,228.69,35.01,1460.1,2.062,2569.74,Normal
2026-02-18 10:30:00,P-103,64.09,5.458,220.86,33.15,1437.7,2.34,2569.75,Normal
2026-02-18 10:45:00,P-101,63.1,5.453,250.02,35.7,1454.3,1.928,2569.76,Normal
2026-02-18 11:00:00,P-102,64.19,5.456,248.42,34.66,1463.4,2.157,2569.78,Normal
2026-02-18 11:15:00,P-103,62.27,5.407,234.0,34.37,1463.8,2.286,2569.8,Normal
2026-02-18 11:30:00,P-102,64.24,5.517,236.18,33.09,1447.7,2.282,2569.81,Normal
2026-02-18 11:45:00,P-103,64.39,5.196,241.49,30.75,1413.5,2.21,2569.82,Normal
2026-02-18 12:00:00,P-103,68.18,5.057,232.19,33.69,1422.8,1.986,2569.84,Normal
2026-02-18 12:15:00,P-103,64.56,5.466,236.48,35.11,1458.6,2.4,2569.86,Normal
2026-02-18 12:30:00,P-101,59.99,5.066,236.51,35.49,1440.9,1.901,2569.87,Normal
2026-02-18 12:45:00,P-103,67.6,5.026,224.68,33.83,1462.0,2.225,2569.89,Normal
2026-02-18 13:00:00,P-101,65.06,4.964,219.31,32.15,1428.1,2.084,2569.9,Normal
2026-02-18 13:15:00,P-103,65.06,5.178,234.55,33.45,1474.5,1.987,2569.92,Normal
2026-02-18 13:30:00,P-103,65.35,5.032,240.36,34.34,1433.1,2.11,2569.93,Normal
2026-02-18 13:45:00,P-104,63.22,4.978,231.9,32.66,1476.6,2.426,2569.95,Normal
2026-02-18 14:00:00,P-104,72.57,5.356,260.45,39.64,1422.1,2.078,2569.96,Normal
2026-02-18 14:15:00,P-101,67.05,5.131,232.37,35.94,1460.9,1.866,2569.98,Normal
2026-02-18 14:30:00,P-104,63.58,5.429,242.84,37.04,1433.2,2.086,2569.99,Normal
2026-02-18 14:45:00,P-101,67.75,5.245,246.92,34.94,1449.8,2.237,2570.0,Normal
2026-02-18 15:00:00,P-101,70.71,5.397,242.05,35.35,1469.4,2.475,2570.02,Normal
2026-02-18 15:15:00,P-104,66.08,5.133,218.5,33.03,1466.2,2.056,2570.04,Normal
2026-02-18 15:30:00,P-104,62.2,4.879,194.99,29.79,1435.2,1.643,2570.05,Normal
2026-02-18 15:45:00,P-101,63.95,5.198,222.83,31.91,1439.0,2.07,2570.06,Normal
2026-02-18 16:00:00,P-102,65.03,5.209,232.13,33.77,1421.7,2.258,2570.08,Normal
2026-02-18 16:15:00,P-104,70.04,5.065,227.34,32.72,1417.7,2.126,2570.09,Normal
2026-02-18 16:30:00,P-103,66.65,4.896,218.81,31.46,1435.0,2.154,2570.11,Normal
2026-02-18 16:45:00,P-102,64.04,5.238,231.06,33.17,1434.6,1.78,2570.12,Normal
2026-02-18 17:00:00,P-104,67.71,4.923,222.92,30.49,1422.9,1.808,2570.14,Normal
2026-02-18 17:15:00,P-102,67.51,5.14,223.93,31.64,1446.3,2.039,2570.16,Normal
2026-02-18 17:30:00,P-102,64.6,4.93,202.26,30.04,1449.4,2.151,2570.17,Normal
2026-02-18 17:45:00,P-102,63.14,4.726,205.22,29.25,1449.8,1.784,2570.18,Normal
2026-02-18 18:00:00,P-104,65.41,5.146,221.49,33.02,1435.6,2.114,2570.2,Normal
2026-02-18 18:15:00,P-102,68.7,4.984,202.1,30.68,1439.6,2.004,2570.22,Normal
2026-02-18 18:30:00,P-103,66.1,4.902,207.28,27.62,1444.3,1.731,2570.23,Normal
2026-02-18 18:45:00,P-104,66.51,4.879,203.0,26.35,1464.7,1.775,2570.24,Normal
2026-02-18 19:00:00,P-101,65.85,4.763,203.45,27.22,1437.8,1.89,2570.26,Normal
2026-02-18 19:15:00,P-103,65.86,4.89,195.77,26.93,1419.8,1.814,2570.28,Normal
2026-02-18 19:30:00,P-104,63.46,4.669,195.33,26.67,1444.2,1.982,2570.29,Normal
2026-02-18 19:45:00,P-102,63.7,4.587,194.04,25.87,1442.1,1.735,2570.3,Normal
2026-02-18 20:00:00,P-101,67.74,4.898,207.04,28.2,1420.9,2.038,2570.32,Normal
2026-02-18 20:15:00,P-104,67.77,4.879,197.68,23.7,1442.8,1.779,2570.34,Normal
2026-02-18 20:30:00,P-102,63.34,4.978,208.24,27.57,1434.1,1.941,2570.35,Normal
2026-02-18 20:45:00,P-103,64.67,4.793,191.45,26.9,1448.6,2.023,2570.36,Normal
2026-02-18 21:00:00,P-102,66.77,4.57,196.41,27.32,1457.6,1.849,2570.38,Normal
2026-02-18 21:15:00,P-103,67.98,4.878,180.4,27.52,1440.3,1.723,2570.4,Normal
2026-02-18 21:30:00,P-102,68.14,4.51,187.52,24.58,1459.2,1.817,2570.41,Normal
2026-02-18 21:45:00,P-102,62.72,4.848,204.42,25.46,1444.5,2.013,2570.43,Normal
2026-02-18 22:00:00,P-101,67.41,5.054,191.61,26.19,1445.2,1.927,2570.44,Normal
2026-02-18 22:15:00,P-104,63.82,4.737,177.56,24.43,1444.4,1.427,2570.46,Normal
2026-02-18 22:30:00,P-102,66.85,4.853,202.35,25.93,1446.5,1.748,2570.47,Normal
2026-02-18 22:45:00,P-101,65.14,4.761,185.51,25.31,1425.2,1.682,2570.48,Normal
2026-02-18 23:00:00,P-101,61.15,4.804,198.72,27.54,1417.1,1.959,2570.5,Normal
2026-02-18 23:15:00,P-104,63.8,4.943,178.08,24.5,1470.1,1.429,2570.52,Normal
2026-02-18 23:30:00,P-103,63.43,4.438,170.63,21.35,1453.8,1.743,2570.53,Normal
2026-02-18 23:45:00,P-103,62.87,4.608,195.75,25.18,1440.2,1.931,2570.54,Normal
2026-02-19 00:00:00,P-103,62.61,4.726,186.87,24.85,1469.1,1.958,2570.56,Normal
2026-02-19 00:15:00,P-104,59.39,4.961,191.45,27.06,1501.6,1.82,2570.57,Normal
2026-02-19 00:30:00,P-103,64.06,4.671,192.65,27.44,1423.0,1.536,2570.59,Normal
2026-02-19 00:45:00,P-104,62.16,4.725,181.5,22.65,1449.3,1.736,2570.6,Normal
2026-02-19 01:00:00,P-103,59.11,4.765,182.9,24.23,1462.0,2.023,2570.62,Normal
2026-02-19 01:15:00,P-101,61.51,4.857,193.44,25.14,1420.7,1.735,2570.64,Normal
2026-02-19 01:30:00,P-102,62.32,4.881,195.57,26.07,1422.5,2.232,2570.65,Normal
2026-02-19 01:45:00,P-102,59.74,4.848,194.64,24.52,1467.2,1.931,2570.66,Normal
2026-02-19 02:00:00,P-104,62.37,4.873,213.34,25.7,1449.0,1.865,2570.68,Normal
2026-02-19 02:15:00,P-103,56.61,4.611,186.7,25.89,1437.5,1.818,2570.7,Normal
2026-02-19 02:30:00,P-101,63.61,4.721,187.25,24.87,1420.5,1.87,2570.71,Normal
2026-02-19 02:45:00,P-101,62.59,4.874,209.35,28.12,1455.9,1.839,2570.72,Normal
2026-02-19 03:00:00,P-102,59.38,5.16,200.75,27.82,1424.8,1.83,2570.74,Normal
2026-02-19 03:15:00,P-103,55.22,4.696,185.04,24.96,1431.7,2.199,2570.76,Normal
2026-02-19 03:30:00,P-102,63.43,4.889,199.32,27.01,1432.8,2.156,2570.77,Normal
2026-02-19 03:45:00,P-102,62.24,4.654,205.19,25.07,1443.9,1.821,2570.78,Normal
2026-02-19 04:00:00,P-103,58.84,4.604,169.9,20.33,1430.2,1.585,2570.8,Normal
2026-02-19 04:15:00,P-104,61.92,4.735,188.9,25.0,1432.9,1.559,2570.82,Normal
2026-02-19 04:30:00,P-104,62.69,4.943,199.45,27.13,1467.0,2.296,2570.83,Normal
2026-02-19 04:45:00,P-101,60.96,4.935,203.21,25.47,1453.0,2.085,2570.84,Normal
2026-02-19 05:00:00,P-104,60.54,5.092,219.77,28.23,1450.3,2.173,2570.86,Normal
2026-02-19 05:15:00,P-101,61.02,5.179,212.69,29.93,1457.9,1.915,2570.88,Normal
2026-02-19 05:30:00,P-101,61.6,4.898,206.82,28.46,1430.9,1.828,2570.89,Normal
2026-02-19 05:45:00,P-102,63.15,4.744,201.93,28.42,1456.5,1.739,2570.91,Normal
2026-02-19 06:00:00,P-102,61.17,4.9,213.42,32.26,1457.7,1.431,2570.92,Normal
2026-02-19 06:15:00,P-101,64.14,4.995,210.94,29.98,1431.6,1.815,2570.94,Normal
2026-02-19 06:30:00,P-103,61.96,5.01,211.87,28.88,1460.7,2.052,2570.95,Normal
2026-02-19 06:45:00,P-104,61.96,5.027,228.39,30.96,1454.2,2.042,2570.96,Normal
2026-02-19 07:00:00,P-103,68.81,5.177,240.9,36.43,1454.7,2.05,2570.98,Normal
2026-02-19 07:15:00,P-101,63.24,5.028,199.44,26.3,1480.0,2.021,2571.0,Normal
2026-02-19 07:30:00,P-104,65.1,4.862,224.44,29.64,1452.2,1.904,2571.01,Normal
2026-02-19 07:45:00,P-103,60.14,5.018,224.45,30.15,1433.4,2.198,2571.02,Normal
2026-02-19 08:00:00,P-102,66.17,4.905,218.47,30.18,1452.3,2.159,2571.04,Normal
2026-02-19 08:15:00,P-102,62.84,5.176,232.51,34.42,1450.2,2.281,2571.05,Normal
2026-02-19 08:30:00,P-104,62.6,5.357,232.78,35.88,1430.0,2.152,2571.07,Normal
2026-02-19 08:45:00,P-104,57.74,5.109,222.07,33.95,1413.6,1.949,2571.08,Normal
2026-02-19 09:00:00,P-101,63.19,5.149,219.15,33.21,1448.8,1.876,2571.1,Normal
2026-02-19 09:15:00,P-104,60.41,5.243,231.79,33.3,1467.0,1.718,2571.11,Normal
2026-02-19 09:30:00,P-102,63.87,5.135,230.06,33.94,1467.1,2.253,2571.13,Normal
2026-02-19 09:45:00,P-104,60.63,5.233,236.57,34.25,1455.1,1.822,2571.14,Normal
2026-02-19 10:00:00,P-101,67.23,5.217,227.68,35.26,1478.3,2.1,2571.16,Normal
2026-02-19 10:15:00,P-102,65.07,5.099,231.04,34.6,1453.1,2.196,2571.18,Normal
2026-02-19 10:30:00,P-103,69.51,5.232,245.21,35.95,1446.5,1.999,2571.19,Normal
2026-02-19 10:45:00,P-102,60.64,5.157,224.06,31.85,1453.7,2.054,2571.2,Normal
2026-02-19 11:00:00,P-101,66.65,5.29,231.77,32.88,1436.8,2.148,2571.22,Normal
2026-02-19 11:15:00,P-101,58.83,5.231,222.27,31.33,1427.2,2.002,2571.24,Normal
2026-02-19 11:30:00,P-104,65.79,5.567,253.32,34.77,1432.4,2.293,2571.25,Normal
2026-02-19 11:45:00,P-104,63.56,5.32,242.79,36.19,1441.4,2.095,2571.26,Normal
2026-02-19 12:00:00,P-103,64.37,5.236,243.22,37.39,1465.6,2.14,2571.28,Normal
2026-02-19 12:15:00,P-104,,5.103,229.15,32.22,1424.0,1.914,2571.3,Normal
2026-02-19 12:30:00,P-104,64.82,5.385,250.15,38.24,1432.5,2.241,2571.31,Normal
2026-02-19 12:45:00,P-101,62.06,5.131,223.29,34.6,1464.5,2.121,2571.32,Normal
2026-02-19 13:00:00,P-103,64.71,5.292,239.35,34.66,1443.6,1.998,2571.34,Normal
2026-02-19 13:15:00,P-102,66.7,5.354,252.44,36.17,1446.4,2.279,2571.36,Normal
2026-02-19 13:30:00,P-104,67.47,4.99,215.52,32.37,1443.3,1.643,2571.37,Normal
2026-02-19 13:45:00,P-103,66.08,5.294,232.29,32.59,1484.8,2.303,2571.39,Normal
2026-02-19 14:00:00,P-101,68.77,5.0,227.49,34.96,1460.1,1.891,2571.4,Normal
2026-02-19 14:15:00,P-103,65.46,5.425,256.29,39.54,1454.5,2.488,2571.42,Normal
2026-02-19 14:30:00,P-103,65.55,5.349,234.77,35.27,1453.6,2.253,2571.43,Normal
2026-02-19 14:45:00,P-102,69.33,5.39,247.84,36.23,1457.4,2.394,2571.45,Normal
2026-02-19 15:00:00,P-102,68.23,5.227,240.75,33.85,1483.3,1.977,2571.46,Normal
2026-02-19 15:15:00,P-103,64.88,5.417,238.47,34.92,1443.3,2.084,2571.48,Normal
2026-02-19 15:30:00,P-102,67.66,4.993,224.99,30.17,1453.0,2.083,2571.49,Normal
2026-02-19 15:45:00,P-104,66.31,4.975,233.76,33.34,1450.5,2.221,2571.5,Normal
2026-02-19 16:00:00,P-102,63.49,5.024,217.74,29.04,1466.3,2.131,2571.52,Normal
2026-02-19 16:15:00,P-102,,5.02,234.84,32.5,1480.7,2.273,2571.54,Normal
2026-02-19 16:30:00,P-101,66.75,4.992,220.95,31.64,1439.4,2.147,2571.55,Normal
2026-02-19 16:45:00,P-101,63.01,4.893,192.32,27.75,1458.2,1.967,2571.56,Normal
2026-02-19 17:00:00,P-102,64.99,4.954,222.41,29.87,1453.2,2.129,2571.58,Normal
2026-02-19 17:15:00,P-102,64.72,5.151,220.97,33.32,1424.9,2.058,2571.59,Normal
2026-02-19 17:30:00,P-103,65.35,4.845,201.42,31.46,1467.5,2.196,2571.61,Normal
2026-02-19 17:45:00,P-101,69.43,5.155,222.48,32.24,1478.1,2.021,2571.62,Normal
2026-02-19 18:00:00,P-101,66.07,4.691,203.07,26.0,1464.8,1.625,2571.64,Normal
2026-02-19 18:15:00,P-103,67.15,4.993,198.36,29.01,1438.6,2.114,2571.66,Normal
2026-02-19 18:30:00,P-101,67.19,4.871,207.26,28.65,1425.6,2.036,2571.67,Normal
2026-02-19 18:45:00,P-103,64.7,5.104,206.0,30.8,1461.5,1.92,2571.68,Normal
2026-02-19 19:00:00,P-103,61.96,4.768,216.61,27.16,1430.6,1.933,2571.7,Normal
2026-02-19 19:15:00,P-101,64.84,5.225,222.73,29.94,1432.4,2.267,2571.72,Normal
2026-02-19 19:30:00,P-101,63.4,4.675,199.26,26.63,1453.8,1.878,2571.73,Normal
2026-02-19 19:45:00,P-102,64.13,4.663,205.09,26.94,1463.2,2.193,2571.74,Normal
2026-02-19 20:00:00,P-101,67.57,4.846,206.08,25.46,1443.9,1.979,2571.76,Normal
2026-02-19 20:15:00,P-104,65.93,4.828,186.88,21.79,1446.3,1.721,2571.78,Normal
2026-02-19 20:30:00,P-103,68.71,4.782,190.38,28.33,1448.0,1.556,2571.79,Normal
2026-02-19 20:45:00,P-104,63.19,4.933,198.82,24.57,1433.5,1.878,2571.8,Normal
2026-02-19 21:00:00,P-102,69.99,5.055,211.74,27.47,1443.2,2.208,2571.82,Normal
2026-02-19 21:15:00,P-103,68.53,4.721,203.12,27.71,1420.9,1.777,2571.84,Normal
2026-02-19 21:30:00,P-102,62.27,4.692,176.28,21.66,1463.2,1.8,2571.85,Normal
2026-02-19 21:45:00,P-101,62.39,4.477,166.3,19.3,1500.2,1.92,2571.86,Normal
2026-02-19 22:00:00,P-102,67.35,4.717,191.97,23.28,1451.1,1.549,2571.88,Normal
2026-02-19 22:15:00,P-104,63.56,4.741,184.94,25.67,1471.4,1.884,2571.9,Normal
2026-02-19 22:30:00,P-101,64.31,4.817,186.15,25.81,1445.3,1.982,2571.91,Normal
2026-02-19 22:45:00,P-101,61.23,4.805,183.83,24.7,1425.8,1.821,2571.93,Normal
2026-02-19 23:00:00,P-101,58.34,4.679,194.89,25.59,1490.5,1.52,2571.94,Normal
2026-02-19 23:15:00,P-104,63.95,4.714,200.38,26.47,1434.8,1.718,2571.96,Normal
2026-02-19 23:30:00,P-102,60.88,4.578,178.51,23.83,1467.0,1.399,2571.97,Normal
2026-02-19 23:45:00,P-103,59.92,4.89,186.24,24.04,1453.9,1.538,2571.98,Normal
2026-02-20 00:00:00,P-103,63.45,4.625,187.7,23.96,1471.4,1.953,2572.0,Normal
2026-02-20 00:15:00,P-102,59.63,4.905,195.72,24.87,1448.8,1.774,2572.02,Normal
2026-02-20 00:30:00,P-103,63.93,4.577,184.34,23.7,1429.1,1.948,2572.03,Normal
2026-02-20 00:45:00,P-101,63.96,4.854,194.33,28.39,1438.0,2.0,2572.04,Normal
2026-02-20 01:00:00,P-101,60.57,4.699,176.76,23.99,1492.3,1.576,2572.06,Normal
2026-02-20 01:15:00,P-103,60.39,4.743,174.27,20.56,1455.8,1.76,2572.07,Normal
2026-02-20 01:30:00,P-104,60.76,5.029,205.71,28.72,1489.2,1.647,2572.09,Normal
2026-02-20 01:45:00,P-101,62.58,4.683,185.93,23.59,1443.4,1.832,2572.1,Normal
2026-02-20 02:00:00,P-102,61.26,4.621,177.7,24.7,1462.8,1.866,2572.12,Normal
2026-02-20 02:15:00,P-102,61.78,4.935,188.57,25.34,1426.9,1.785,2572.14,Normal
2026-02-20 02:30:00,P-103,62.33,4.685,193.97,27.83,1450.5,1.538,2572.15,Normal
2026-02-20 02:45:00,P-101,59.32,4.46,197.49,25.08,1490.0,1.554,2572.16,Normal
2026-02-20 03:00:00,P-103,57.66,4.554,190.38,27.29,1435.9,2.309,2572.18,Normal
2026-02-20 03:15:00,P-104,63.03,4.595,198.05,27.35,1437.6,1.971,2572.2,Normal
2026-02-20 03:30:00,P-104,62.58,4.893,195.82,25.42,1464.9,1.831,2572.21,Normal
2026-02-20 03:45:00,P-104,57.57,4.874,176.82,23.71,1452.1,1.911,2572.22,Normal
2026-02-20 04:00:00,P-103,63.44,4.759,211.0,29.39,1484.1,2.268,2572.24,Normal
2026-02-20 04:15:00,P-101,63.47,4.743,194.87,25.88,1445.7,2.109,2572.26,Normal
2026-02-20 04:30:00,P-103,63.87,4.93,205.19,27.32,1451.2,1.911,2572.27,Normal
2026-02-20 04:45:00,P-103,58.37,4.945,198.17,26.98,1455.7,1.779,2572.28,Normal
2026-02-20 05:00:00,P-101,57.18,4.763,198.18,30.86,1430.6,2.048,2572.3,Normal
2026-02-20 05:15:00,P-102,57.41,4.928,197.32,26.71,1426.6,1.862,2572.32,Normal
2026-02-20 05:30:00,P-103,61.6,5.037,222.19,31.71,1425.0,2.26,2572.33,Normal
2026-02-20 05:45:00,P-101,63.72,5.212,205.82,28.8,1390.5,1.953,2572.34,Normal
2026-02-20 06:00:00,P-101,60.18,5.056,218.16,30.28,1448.5,2.168,2572.36,Normal
2026-02-20 06:15:00,P-102,59.29,4.972,209.77,30.64,1426.6,2.14,2572.38,Normal
2026-02-20 06:30:00,P-104,59.52,4.975,206.7,32.22,1440.3,1.743,2572.39,Normal
2026-02-20 06:45:00,P-102,60.0,4.951,210.56,29.52,1468.4,2.027,2572.41,Normal
2026-02-20 07:00:00,P-104,62.63,5.269,234.18,35.18,1433.0,2.31,2572.42,Normal
2026-02-20 07:15:00,P-101,57.11,4.748,203.88,27.54,1462.4,1.779,2572.44,Normal
2026-02-20 07:30:00,P-101,62.96,4.715,213.85,28.24,1421.6,1.871,2572.45,Normal
2026-02-20 07:45:00,P-104,59.83,4.896,213.25,28.52,1437.7,2.159,2572.46,Normal
2026-02-20 08:00:00,P-102,66.53,5.105,219.88,31.39,1481.3,2.28,2572.48,Normal
2026-02-20 08:15:00,P-101,58.89,4.977,212.46,30.95,1442.3,1.397,2572.5,Normal
2026-02-20 08:30:00,P-103,64.41,5.011,213.41,30.91,1473.2,2.208,2572.51,Normal
2026-02-20 08:45:00,P-103,64.94,4.935,227.72,32.0,1492.4,1.636,2572.52,Normal
2026-02-20 09:00:00,P-101,59.99,5.107,215.74,31.48,1442.5,1.975,2572.54,Normal
2026-02-20 09:15:00,P-104,61.1,,223.38,32.35,1438.0,1.805,2572.55,Normal
2026-02-20 09:30:00,P-101,62.12,5.295,233.59,37.57,1411.1,2.096,2572.57,Normal
2026-02-20 09:45:00,P-101,61.62,5.251,233.08,33.51,1455.3,2.173,2572.58,Normal
2026-02-20 10:00:00,P-104,63.61,5.053,235.58,34.1,1456.8,2.243,2572.6,Normal
2026-02-20 10:15:00,P-101,62.77,4.96,219.05,32.47,1463.9,2.339,2572.61,Normal
2026-02-20 10:30:00,P-102,58.91,5.067,226.41,30.69,1475.0,1.812,2572.63,Normal
2026-02-20 10:45:00,P-103,68.02,5.185,225.7,31.29,1431.5,2.29,2572.64,Normal
2026-02-20 11:00:00,P-103,63.58,5.295,225.9,34.93,1483.7,2.101,2572.66,Normal
2026-02-20 11:15:00,P-103,65.3,5.269,240.85,36.94,1444.9,2.162,2572.68,Normal
2026-02-20 11:30:00,P-101,63.99,5.408,242.8,36.4,1456.5,2.519,2572.69,Normal
2026-02-20 11:45:00,P-104,64.71,5.467,241.5,37.08,1448.8,2.349,2572.7,Normal
2026-02-20 12:00:00,P-103,63.45,5.163,238.01,32.12,1436.1,1.813,2572.72,Normal
2026-02-20 12:15:00,P-102,65.08,5.279,240.04,34.28,1428.4,2.147,2572.74,Normal
2026-02-20 12:30:00,P-103,64.91,5.184,227.31,32.7,1453.8,2.005,2572.75,Normal
2026-02-20 12:45:00,P-104,66.97,5.202,227.42,34.44,1432.6,2.066,2572.76,Normal
2026-02-20 13:00:00,P-103,67.86,5.434,251.63,38.75,1446.0,2.252,2572.78,Normal
2026-02-20 13:15:00,P-101,65.64,5.271,221.78,33.06,1442.6,2.128,2572.8,Normal
2026-02-20 13:30:00,P-104,65.57,5.308,238.14,32.51,1443.5,1.906,2572.81,Normal
2026-02-20 13:45:00,P-102,,5.42,253.09,36.75,1417.6,2.174,2572.82,Normal
2026-02-20 14:00:00,P-104,64.19,5.017,230.51,33.26,1393.0,1.977,2572.84,Normal
2026-02-20 14:15:00,P-104,67.77,5.029,225.31,31.54,1465.1,2.16,2572.86,Normal
2026-02-20 14:30:00,P-104,66.47,5.183,232.19,31.26,1470.3,2.082,2572.87,Normal
2026-02-20 14:45:00,P-101,65.77,5.302,231.14,31.29,1403.9,2.271,2572.89,Normal
